City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
155,phan rang-thap cham,11.5667,108.9833,75.61,77,9,4.21,VN,1712790498
156,massawa,15.6097,39.45,81.43,67,0,9.69,ER,1712790498
157,barra de santo antonio,-9.4047,-35.5072,79.88,74,94,5.86,BR,1712790401
158,saipan,15.1355,145.701,84.9,70,40,17.27,MP,1712790498
159,weyburn,49.6668,-103.8511,50.49,31,97,20.2,CA,1712790467
160,fale old settlement,-9.3852,-171.2468,86.11,75,59,10.45,TK,1712790498
161,ancud,-41.8697,-73.8203,50.34,72,1,3.96,CL,1712790498
162,cidreira,-30.1811,-50.2056,72.77,77,95,10.18,BR,1712790498
163,broome,42.2506,-75.833,59.9,88,100,3.44,US,1712790498
164,villa la venta,18.1,-94.05,79.83,83,100,28.05,MX,1712790499
165,kurchatov,51.6601,35.6521,67.41,63,9,3.02,RU,1712790499
166,energetik,51.7445,58.7934,41.97,90,32,8.08,RU,1712790499
167,alamogordo,32.8995,-105.9603,71.96,18,0,11.5,US,1712790321
168,kanggye,40.9695,126.5852,51.24,72,100,2.93,KP,1712790499
169,kerikeri,-35.2268,173.9474,69.91,92,100,15.12,NZ,1712790271
170,lazaro cardenas,17.9583,-102.2,81.68,61,27,13.82,MX,1712790499
171,sandnessjoen,66.0217,12.6316,39.72,80,100,29.82,NO,1712790499
172,fort bragg,35.139,-79.006,75.45,60,72,1.99,US,1712790499
173,holualoa,19.6228,-155.9522,76.84,80,40,11.5,US,1712790324
174,vilyuysk,63.7553,121.6247,28.99,93,100,7.0,RU,1712790499
175,kapa'a,22.0752,-159.319,84.18,70,0,8.05,US,1712790281
176,tyukalinsk,55.8732,72.1967,26.37,91,96,6.76,RU,1712790499
177,vico del gargano,41.8983,15.9576,56.8,92,100,9.55,IT,1712790500
178,cape coral,26.5629,-81.9495,83.05,75,0,14.97,US,1712790385
179,chateau-du-loir,47.6949,0.4185,55.38,89,100,6.44,FR,1712790500
180,puerto armuelles,8.2833,-82.8667,82.09,71,100,3.0,PA,1712790500
181,dinguiraye,11.3,-10.7167,80.31,54,97,7.76,GN,1712790500
182,chadan,51.2833,91.5833,40.05,74,97,2.28,RU,1712790500
183,ghat,24.9647,10.1728,77.83,30,97,8.84,LY,1712790500
184,el bauga,18.262,33.9081,73.8,17,8,9.93,SD,1712790500
185,naze,28.3667,129.4833,67.12,65,100,9.01,JP,1712790288
186,vernon,50.2581,-119.2691,64.29,27,78,1.01,CA,1712790464
187,mullovka,54.2,49.4,43.84,96,26,4.81,RU,1712790500
188,tarauaca,-8.1614,-70.7656,73.4,99,100,1.12,BR,1712790500
189,esmeraldas,-19.7625,-44.3139,79.84,70,33,1.97,BR,1712790243
190,bubaque,11.2833,-15.8333,75.02,73,10,16.15,GW,1712790500
191,jieshi,22.8134,115.8257,69.84,82,65,12.17,CN,1712790500
192,trakai,54.6333,24.9333,46.74,80,96,10.47,LT,1712790501
193,tarfaya,27.9358,-12.9218,67.98,77,0,22.24,MA,1712790501
194,peterhead,57.5058,-1.7981,55.8,96,100,18.12,GB,1712790501
195,manta,-0.95,-80.7333,82.18,78,40,8.05,EC,1712790501
196,neryungri,56.6709,124.6491,19.18,99,85,4.59,RU,1712790501
197,aktau,43.65,51.2,54.18,44,100,10.49,KZ,1712790501
198,itacarambi,-15.1022,-44.0919,79.0,64,46,2.71,BR,1712790501
199,tura,25.5198,90.2201,71.58,36,54,3.33,IN,1712790501
200,hailun,47.45,126.9333,46.81,44,82,12.46,CN,1712790501
201,macas,-2.3167,-78.1167,72.32,91,74,2.42,EC,1712790501
202,punta arenas,-53.15,-70.9167,44.71,76,75,19.57,CL,1712790501
203,kristiansand,58.1467,7.9956,43.86,93,100,13.8,NO,1712790502
204,ulanhot,46.0833,122.0833,50.77,57,11,3.89,CN,1712790502
205,merizo village,13.2658,144.6691,83.93,84,89,17.98,GU,1712790502
206,tongouson,5.0214,120.1328,81.25,77,100,2.57,PH,1712790502
207,hasaki,35.7333,140.8333,57.29,57,30,7.87,JP,1712790502
208,queenstown,-31.8976,26.8753,51.06,83,98,5.14,ZA,1712790502
209,illizi,26.4833,8.4667,80.96,13,99,13.82,DZ,1712790502
210,yellowknife,62.456,-114.3525,36.41,83,12,8.99,CA,1712790439
211,tsuyama,35.05,134.0,47.82,89,99,7.29,JP,1712790502
212,kiruna,67.8557,20.2251,36.52,81,100,5.75,SE,1712790502
213,laojunmiao,39.8333,97.7333,48.06,17,71,9.22,CN,1712790502
214,sucua,-2.4667,-78.1667,73.36,91,73,2.46,EC,1712790502
215,nichinan,31.6,131.3667,65.88,82,100,13.04,JP,1712790502
216,brandon,27.9378,-82.2859,84.29,73,40,10.36,US,1712790459
217,badger,64.8,-147.5333,44.85,41,20,5.75,US,1712790502
218,rondonopolis,-16.4708,-54.6356,77.63,86,97,1.19,BR,1712790503
219,"laikit, laikit ii (dimembe)",1.4792,124.9735,74.25,88,20,1.14,ID,1712790503
220,waingapu,-9.6567,120.2641,79.14,81,59,7.85,ID,1712790503
221,la jolla,32.8473,-117.2742,83.39,58,0,10.36,US,1712790323
222,hithadhoo,-0.6,73.0833,84.99,73,83,7.83,MV,1712790503
223,thompson,55.7435,-97.8558,32.81,100,100,4.85,CA,1712790503
224,novyy urgal,51.0736,132.5642,33.98,66,64,3.13,RU,1712790238
225,oban,56.4127,-5.4706,51.39,92,100,17.83,GB,1712790503
226,caleta de carquin,-11.0925,-77.6267,71.92,85,95,9.46,PE,1712790503
227,namtsy,62.7161,129.6658,31.19,95,100,7.96,RU,1712790503
228,wagar,16.1525,36.2032,78.53,32,16,12.82,SD,1712790503
229,dodoma,-6.1722,35.7395,68.0,92,95,3.76,TZ,1712790320
